Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
2000-01-01 00:00:00.000000000,New Williamtown,Latvia,10.688985961440224,403.118902532313,0.7175060280487084,13.835236935170093,23.631256224753127,18.492026001060687
2000-01-01 20:09:43.258325832,North Rachel,South Africa,13.814430285994883,396.66349928864787,1.205714577973989,40.97408400927044,43.982945512578134,34.24929982477023
2000-01-02 16:19:26.516651665,West Williamland,French Guiana,27.32371775936091,451.5531550541853,-0.16078297043172432,42.69793130058377,96.65259963507044,34.12426102508349
2000-01-03 12:29:09.774977497,South David,Vietnam,12.309580591035468,422.4049834902143,-0.4759314713381429,5.19334125444082,47.467938218670255,8.554563363421174
2000-01-04 08:38:53.033303330,New Scottburgh,Moldova,13.21088505803461,410.4729985512822,1.1357566280433067,78.69527968277524,61.789671701534864,8.001163673482758
2000-01-05 04:48:36.291629162,South Nathan,Saint Helena,6.229326002700251,392.47331719038647,1.1222096515478814,76.36833149286181,48.97388550678613,30.39890794329896
2000-01-06 00:58:19.549954995,Port Richardfurt,Tuvalu,21.646738086726472,387.6484371180284,0.05847124092588895,9.650388925838593,11.402284470873091,15.720943642696323
2000-01-06 21:08:02.808280828,Adambury,Australia,19.73080011919501,448.1802750047965,0.0014150785882038864,93.36075533008153,21.526349705088965,29.99349506057048
2000-01-07 17:17:46.066606660,Williamsonberg,Qatar,19.85811441229347,379.61882007364414,0.5848806209007508,6.21884631797559,30.861948899872115,37.51947246463215
2000-01-08 13:27:29.324932493,North Thomas,Chad,14.121562914551053,410.5170723682955,-1.7122242470452453,15.351582928470986,88.4227939532216,47.92252054153893
2000-01-09 09:37:12.583258325,West Jillton,Fiji,6.095003072400665,360.81117844919766,-0.9350594522492722,95.46176935634223,28.932543882937033,20.88834143678071
2000-01-10 05:46:55.841584158,Robertville,Guernsey,12.28706409332796,488.3559377027121,0.02136805219612551,11.838236022909554,90.04033901797068,30.43540963729574
2000-01-11 01:56:39.099909991,Camposfort,Egypt,22.324532669935788,445.20896015646974,-1.0288023041541257,48.77875857440538,83.4062518121287,1.833402038880011
2000-01-11 22:06:22.358235823,Hughesville,Rwanda,15.788180996646265,373.3412975290676,-2.0615358826600483,13.36168293068376,56.94488536727391,23.386007990776786
2000-01-12 18:16:05.616561656,Adammouth,Samoa,17.060977860429766,503.450872519532,1.281869804834719,80.91894667671423,24.79688971691132,17.094476927615037
2000-01-13 14:25:48.874887488,East Ricardomouth,Mongolia,7.164086322706169,447.62319628782245,-0.08466048087325426,89.80802188936613,96.88787047585592,32.02683683766415
2000-01-14 10:35:32.133213321,Port Robertborough,Equatorial Guinea,14.799343929906742,396.9978084368574,-1.0867896679413167,23.28876445516711,37.69558959188566,41.68841461602788
2000-01-15 06:45:15.391539153,South Natalieshire,Libyan Arab Jamahiriya,2.2288585549497757,348.1042715672331,-0.03061834803271221,64.63697079124101,21.772003921868322,46.22845710599407
2000-01-16 02:54:58.649864986,Zacharyborough,Libyan Arab Jamahiriya,16.901893288020684,359.17175493562024,-0.13503990064048932,15.512609183989568,84.10307772093363,25.939785941291127
2000-01-16 23:04:41.908190819,Bakerburgh,Mali,10.874589265810686,415.60863256553813,1.2183139750539658,57.99068057397449,15.764406719831403,10.098796629230183
2000-01-17 19:14:25.166516651,Devinchester,Cocos (Keeling) Islands,13.818428480255111,343.25327264121586,0.5417702302824254,14.361387877127996,8.28530787984587,13.802637166275378
2000-01-18 15:24:08.424842484,Thompsonburgh,Bahrain,10.02693179782263,325.31158834806394,0.6559375173958361,49.14687341201124,47.72895684865398,27.800184818718996
2000-01-19 11:33:51.683168316,East Darlene,French Southern Territories,21.082149408981838,421.30428947297537,0.23696294379727018,95.56628339351766,87.70152798025715,34.05023601934412
2000-01-20 07:43:34.941494149,North Ericchester,Iceland,3.9401209760254634,352.7607490192241,0.7980831533489516,1.9990654017286835,14.404548415200635,8.346310034279474
2000-01-21 03:53:18.199819982,West Annaview,Bahrain,12.9427425563386,350.0662307483054,0.3960083827587374,78.50205435827282,17.556967194231397,11.859019056893516
2000-01-22 00:03:01.458145814,Bartonhaven,Tajikistan,17.232979250654946,353.0930713982748,-2.232079072561156,48.07797656298112,3.925451782765643,40.520303066631065
2000-01-22 20:12:44.716471647,Lake David,Norfolk Island,21.221037671036918,352.00886244913835,1.4567393009471905,98.9536514605125,72.91148088562473,27.8896075597389
2000-01-23 16:22:27.974797479,Angelicaview,Libyan Arab Jamahiriya,19.0591267578578,411.73312249243463,0.6109107612381881,37.62045970587478,82.60715575334301,30.358930387097878
2000-01-24 12:32:11.233123312,Alexischester,Bosnia and Herzegovina,15.556628423300069,397.714315790881,-1.5351814441425187,98.78284330984971,85.46321765842228,43.558018124866834
2000-01-25 08:41:54.491449144,Williambury,Reunion,8.940554691791938,398.02781011772635,-0.7336004991309895,41.27132980851999,7.689675894028925,43.44641627003914
2000-01-26 04:51:37.749774977,Amandaville,Ethiopia,17.12078324092719,458.6236596225761,-0.2691909000634729,56.930685977181625,27.748617012076572,10.272521196582368
2000-01-27 01:01:21.008100810,Lake Glennmouth,Spain,11.050275763301215,404.93163059950604,0.7168908436055069,18.452434663082194,48.60922123329192,24.62772954808023
2000-01-27 21:11:04.266426642,Wagnerbury,Italy,9.442613181303784,370.561077003954,-1.2519629842874505,86.9668871135995,83.43581276996889,8.076130313253065
2000-01-28 17:20:47.524752475,Christopherside,Andorra,14.1122778711458,415.02726301017213,-0.3048719876115716,69.13522187034255,3.851053568743179,31.515948913046586
2000-01-29 13:30:30.783078307,Hoffmanborough,Gibraltar,7.894868492712193,447.0534286965758,-0.23451005656803306,49.216568109150124,46.00633434437048,49.95964579058458
2000-01-30 09:40:14.041404140,Gordonfort,Monaco,19.797186440797464,481.7500805516654,-0.1631667839184079,76.04414499245524,37.16814795069742,47.553266618261226
2000-01-31 05:49:57.299729973,New Bobhaven,Comoros,17.937819276378846,458.0538052429848,-0.02402442463418327,5.962754337472642,43.89037672504001,49.45909689312531
2000-02-01 01:59:40.558055805,West Jeffrey,British Indian Ocean Territory (Chagos Archipelago),14.895743126708641,474.31808727651696,0.030541451313553764,46.626748375860096,2.646945401850964,20.24760796654124
2000-02-01 22:09:23.816381638,Duncanmouth,Czech Republic,13.526820846194028,446.960414146781,0.43735692462146325,42.72973912404518,5.076455995222329,39.37965189246357
2000-02-02 18:19:07.074707470,Fieldsside,Iran,20.74140008331123,446.40204577543506,-0.03823611720995409,88.33768572387685,44.07012922149908,45.164901058538284
2000-02-03 14:28:50.333033303,Emmafort,Antigua and Barbuda,12.290429559011264,321.1354833563896,-0.4450386060723362,74.77749762924807,58.728598922147135,16.642656912974413
2000-02-04 10:38:33.591359135,East Davidshire,Seychelles,11.740209187446926,459.71396661109424,1.1792144981950052,88.0695193598249,87.41136061172733,19.333780555893476
2000-02-05 06:48:16.849684968,Port Austinchester,Slovenia,10.325269443056825,354.5349525451341,0.12392996790994189,31.03894102395417,36.50615310025596,13.34657610946759
2000-02-06 02:58:00.108010801,North Bryan,Gabon,7.511291128973832,379.73064806516,1.986904928068636,34.075333772491575,82.34076026980155,15.983443120144331
2000-02-06 23:07:43.366336633,Stewartbury,India,13.863783558947942,408.12186299512786,-0.07881106302417466,77.49866102409709,31.356005338729553,26.264121393614776
2000-02-07 19:17:26.624662466,North Ryan,Chad,9.026524681217706,391.4395820748849,0.13598059595662,25.378105879498015,17.504465103519372,25.6666735362369
2000-02-08 15:27:09.882988298,West Micheleland,Congo,19.859165209960093,316.2131332933769,0.8367186163118052,90.84696139800593,7.654420065899748,13.056319531788768
2000-02-09 11:36:53.141314131,Lisaview,Tunisia,21.112886117354748,499.08728284844136,0.525015923020709,58.8974557477375,28.703748259084406,18.70589116677245
2000-02-10 07:46:36.399639964,Reynoldsberg,Reunion,9.086153370690852,382.46852005722207,-0.6796880555631175,36.860851006473524,25.256476541464956,26.70750474068484
2000-02-11 03:56:19.657965796,Wandamouth,Norfolk Island,17.66110748418823,480.2908824975052,-0.016169816958005487,42.83203539242213,96.21213565041873,29.26844495593765
2000-02-12 00:06:02.916291629,Port Leah,Costa Rica,17.747515508184108,381.383639396125,1.244657569595779,44.805935481306726,61.917808310882435,16.40162018579021
2000-02-12 20:15:46.174617461,Anthonyside,Cuba,12.149004529112723,332.18688635760856,1.4503446236742792,92.71172183417788,3.0263670175254886,12.467612343225987
2000-02-13 16:25:29.432943294,North Brian,Grenada,11.52254602744603,462.29215073516474,-0.6059650144771724,44.77483766061917,38.10825001394511,32.26860169231699
2000-02-14 12:35:12.691269126,Butlerburgh,Suriname,23.483024094355933,376.2054689798172,1.4454737018424118,7.744925005523939,96.2786637421271,29.19906915868003
2000-02-15 08:44:55.949594959,South Jennifer,Brunei Darussalam,15.721363265770462,487.40213023623244,1.191409147434969,36.90867063833618,99.01939895178748,43.63650174955278
2000-02-16 04:54:39.207920792,Cameronview,Bahrain,21.92670329419693,420.2596519483585,-0.16670676853607813,51.99926684363362,43.754378515836954,32.43973278320868
2000-02-17 01:04:22.466246624,Garciatown,United States of America,13.504183317778395,354.39046690733073,-0.48433628814379803,10.686071221106918,35.82337264062079,31.527323641426776
2000-02-17 21:14:05.724572457,Adrianshire,Israel,13.568854180160086,452.91337321111746,-1.4202005657015684,72.50681614444157,15.723229199554067,17.309514333469412
2000-02-18 17:23:48.982898289,New Dianechester,Georgia,6.926304468421701,474.36422399465977,-1.0033824153327808,83.5839146024828,95.05445324676134,43.96716017030886
2000-02-19 13:33:32.241224122,Russellfort,Cape Verde,18.294759615334147,426.76818823233543,-1.1090268684767348,21.849697359797872,6.248380850570023,41.79523525902608
2000-02-20 09:43:15.499549954,Johnnyburgh,Ukraine,17.051027649602815,368.5931722214612,0.11429465318870691,93.85050697302681,35.35779704491434,11.014869334273492
2000-02-21 05:52:58.757875787,Charlesview,Colombia,3.2824790198866296,330.0707666774042,-0.9671045925285122,42.750191615540636,70.17553366714765,0.18753792965280902
2000-02-22 02:02:42.016201620,East Shawnchester,Guyana,16.693212446334798,480.5486475637041,-0.7689584536183776,33.29632725976578,11.665203089109976,12.052430061105829
2000-02-22 22:12:25.274527452,Tylertown,Estonia,13.29047989522392,405.19403211103,-0.381200272076289,44.30783468058315,48.99466920827068,33.774435565229325
2000-02-23 18:22:08.532853285,Lake Michael,Cambodia,6.876880563643242,416.9625727360767,-0.740848072019282,19.732804414375195,51.20197334791043,31.864016011439578
2000-02-24 14:31:51.791179118,Bensonview,Maldives,12.82441479725782,385.3876840008008,1.1758858437028583,31.19415440571498,61.75035837980683,3.494241760863054
2000-02-25 10:41:35.049504950,Port Robert,Greece,12.598530081981963,454.1723185355395,-0.9015337304980346,21.447037013636105,28.516784300648123,34.11856975880255
